YEAR,MONTH,DAY,TEAM HOME,TEAM AWAY,GAME TYPE
2025,4,2,New York Rangers,Minnesota Wild,Regular
2025,4,2,Carolina Hurricanes,Washington Capitals,Regular
2025,4,2,Toronto Maple Leafs,Florida Panthers,Regular
2025,4,2,Chicago Blackhawks,Colorado Avalanche,Regular
2025,4,2,Vancouver Canucks,Seattle Kraken,Regular
2025,4,3,Ottawa Senators,Tampa Bay Lightning,Regular
2025,4,3,Montreal Canadiens,Boston Bruins,Regular
2025,4,3,Columbus Blue Jackets,Colorado Avalanche,Regular
2025,4,3,St. Louis Blues,Pittsburgh Penguins,Regular
2025,4,3,Dallas Stars,Nashville Predators,Regular
2025,4,3,Utah Hockey Club,Los Angeles Kings,Regular
2025,4,3,Calgary Flames,Anaheim Ducks,Regular
2025,4,3,Vegas Golden Knights,Winnipeg Jets,Regular
2025,4,3,San Jose Sharks,Edmonton Oilers,Regular
2025,4,4,Washington Capitals,Chicago Blackhawks,Regular
2025,4,4,Detroit Red Wings,Carolina Hurricanes,Regular
2025,4,4,New York Islanders,Minnesota Wild,Regular
2025,4,5,Ottawa Senators,Florida Panthers,Regular
2025,4,5,Dallas Stars,Pittsburgh Penguins,Regular
2025,4,5,Vancouver Canucks,Anaheim Ducks,Regular
2025,4,5,Los Angeles Kings,Edmonton Oilers,Regular
2025,4,5,Utah Hockey Club,Winnipeg Jets,Regular
2025,4,5,St. Louis Blues,Colorado Avalanche,Regular
2025,4,5,Buffalo Sabres,Tampa Bay Lightning,Regular
2025,4,5,Toronto Maple Leafs,Columbus Blue Jackets,Regular
2025,4,5,Montreal Canadiens,Philadelphia Flyers,Regular
2025,4,5,Boston Bruins,Carolina Hurricanes,Regular
2025,4,5,New Jersey Devils,New York Rangers,Regular
2025,4,5,San Jose Sharks,Seattle Kraken,Regular
2025,4,5,Calgary Flames,Vegas Golden Knights,Regular
2025,4,6,Minnesota Wild,Dallas Stars,Regular
2025,4,6,Detroit Red Wings,Florida Panthers,Regular
2025,4,6,Chicago Blackhawks,Pittsburgh Penguins,Regular
2025,4,6,Buffalo Sabres,Boston Bruins,Regular
2025,4,6,Nashville Predators,Montreal Canadiens,Regular
2025,4,6,Ottawa Senators,Columbus Blue Jackets,Regular
2025,4,6,Vancouver Canucks,Vegas Golden Knights,Regular
2025,4,6,New York Islanders,Washington Capitals,Regular
2025,4,7,Winnipeg Jets,St. Louis Blues,Regular
2025,4,7,New York Rangers,Tampa Bay Lightning,Regular
2025,4,7,San Jose Sharks,Calgary Flames,Regular
2025,4,7,Los Angeles Kings,Seattle Kraken,Regular
2025,4,7,Anaheim Ducks,Edmonton Oilers,Regular
2025,4,8,Florida Panthers,Toronto Maple Leafs,Regular
2025,4,8,Montreal Canadiens,Detroit Red Wings,Regular
2025,4,8,Columbus Blue Jackets,Ottawa Senators,Regular
2025,4,8,Buffalo Sabres,Carolina Hurricanes,Regular
2025,4,8,Pittsburgh Penguins,Chicago Blackhawks,Regular
2025,4,8,Nashville Predators,New York Islanders,Regular
2025,4,8,Utah Hockey Club,Seattle Kraken,Regular
2025,4,8,Colorado Avalanche,Vegas Golden Knights,Regular
2025,4,8,Dallas Stars,Vancouver Canucks,Regular
2025,4,8,New Jersey Devils,Boston Bruins,Regular
2025,4,9,Tampa Bay Lightning,Toronto Maple Leafs,Regular
2025,4,9,New York Rangers,Philadelphia Flyers,Regular
2025,4,9,Minnesota Wild,San Jose Sharks,Regular
2025,4,9,Edmonton Oilers,St. Louis Blues,Regular
2025,4,9,Anaheim Ducks,Calgary Flames,Regular
2025,4,10,Washington Capitals,Carolina Hurricanes,Regular
2025,4,10,Florida Panthers,Detroit Red Wings,Regular
2025,4,10,Columbus Blue Jackets,Buffalo Sabres,Regular
2025,4,10,Boston Bruins,Chicago Blackhawks,Regular
2025,4,10,New York Islanders,New York Rangers,Regular
2025,4,10,Dallas Stars,Winnipeg Jets,Regular
2025,4,10,Utah Hockey Club,Nashville Predators,Regular
2025,4,10,Colorado Avalanche,Vancouver Canucks,Regular
2025,4,10,Vegas Golden Knights,Seattle Kraken,Regular
2025,4,10,Los Angeles Kings,Anaheim Ducks,Regular
2025,4,11,Ottawa Senators,Montreal Canadiens,Regular
2025,4,11,Tampa Bay Lightning,Detroit Red Wings,Regular
2025,4,11,Edmonton Oilers,San Jose Sharks,Regular
2025,4,11,Calgary Flames,Minnesota Wild,Regular
2025,4,11,New Jersey Devils,Pittsburgh Penguins,Regular
2025,4,12,Philadelphia Flyers,New York Islanders,Regular
2025,4,12,Carolina Hurricanes,New York Rangers,Regular
2025,4,12,Los Angeles Kings,Colorado Avalanche,Regular
2025,4,12,Florida Panthers,Buffalo Sabres,Regular
2025,4,12,Toronto Maple Leafs,Montreal Canadiens,Regular
2025,4,12,Chicago Blackhawks,Winnipeg Jets,Regular
2025,4,12,Columbus Blue Jackets,Washington Capitals,Regular
2025,4,12,Dallas Stars,Utah Hockey Club,Regular
2025,4,12,Vancouver Canucks,Minnesota Wild,Regular
2025,4,12,Vegas Golden Knights,Nashville Predators,Regular
2025,4,12,Seattle Kraken,St. Louis Blues,Regular
2025,4,13,Washington Capitals,Columbus Blue Jackets,Regular
2025,4,13,Ottawa Senators,Philadelphia Flyers,Regular
2025,4,13,Pittsburgh Penguins,Boston Bruins,Regular
2025,4,13,Carolina Hurricanes,Toronto Maple Leafs,Regular
2025,4,13,Tampa Bay Lightning,Buffalo Sabres,Regular
2025,4,13,Winnipeg Jets,Edmonton Oilers,Regular
2025,4,13,Calgary Flames,San Jose Sharks,Regular
2025,4,13,Anaheim Ducks,Colorado Avalanche,Regular
2025,4,13,New Jersey Devils,New York Islanders,Regular
2025,4,14,Florida Panthers,New York Rangers,Regular
2025,4,14,Montreal Canadiens,Chicago Blackhawks,Regular
2025,4,14,Detroit Red Wings,Dallas Stars,Regular
2025,4,14,Nashville Predators,Utah Hockey Club,Regular
2025,4,14,Edmonton Oilers,Los Angeles Kings,Regular
2025,4,14,Vancouver Canucks,San Jose Sharks,Regular
2025,4,15,Tampa Bay Lightning,Florida Panthers,Regular
2025,4,15,Ottawa Senators,Chicago Blackhawks,Regular
2025,4,15,Buffalo Sabres,Toronto Maple Leafs,Regular
2025,4,15,Philadelphia Flyers,Columbus Blue Jackets,Regular
2025,4,15,Boston Bruins,New Jersey Devils,Regular
2025,4,15,New York Islanders,Washington Capitals,Regular
2025,4,15,St. Louis Blues,Utah Hockey Club,Regular
2025,4,15,Minnesota Wild,Anaheim Ducks,Regular
2025,4,15,Calgary Flames,Vegas Golden Knights,Regular
2025,4,15,Seattle Kraken,Los Angeles Kings,Regular
2025,4,16,Winnipeg Jets,Anaheim Ducks,Regular
2025,4,16,Montreal Canadiens,Carolina Hurricanes,Regular
2025,4,16,Nashville Predators,Dallas Stars,Regular
2025,4,16,Vancouver Canucks,Vegas Golden Knights,Regular
2025,4,16,San Jose Sharks,Edmonton Oilers,Regular
2025,4,16,New Jersey Devils,Detroit Red Wings,Regular
2025,4,17,New York Rangers,Tampa Bay Lightning,Regular
2025,4,17,Columbus Blue Jackets,New York Islanders,Regular
2025,4,17,Ottawa Senators,Carolina Hurricanes,Regular
2025,4,17,Buffalo Sabres,Philadelphia Flyers,Regular
2025,4,17,Toronto Maple Leafs,Detroit Red Wings,Regular
2025,4,17,Pittsburgh Penguins,Washington Capitals,Regular
